# Team 0: AllInAgent, Team 1: PlayerAgent
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
129,Pre-Flop,1,-1802,1802,DISCARD,0,"['2h', '4h']","['3h', 'Ad']","['8s', '5d']",,,2,2
129,Pre-Flop,1,-1802,1802,CALL,0,"['2h', '4h']","['2d', 'Ad']","['8s', '5d']",,3h,2,2
129,Flop,1,-1802,1802,CHECK,0,"['2h', '4h']","['2d', 'Ad']","['8s', '5d', '6h']",,3h,100,100
129,Flop,0,-1802,1802,CHECK,0,"['2h', '4h']","['2d', 'Ad']","['8s', '5d', '6h']",,3h,100,100
129,Turn,1,-1802,1802,CHECK,0,"['2h', '4h']","['2d', 'Ad']","['8s', '5d', '6h', '7s']",,3h,100,100
129,Turn,0,-1802,1802,CHECK,0,"['2h', '4h']","['2d', 'Ad']","['8s', '5d', '6h', '7s']",,3h,100,100
129,River,1,-1802,1802,CHECK,0,"['2h', '4h']","['2d', 'Ad']","['8s', '5d', '6h', '7s', '9d']",,3h,100,100
129,River,0,-1802,1802,CHECK,0,"['2h', '4h']","['2d', 'Ad']","['8s', '5d', '6h', '7s', '9d']",,3h,100,100
130,Pre-Flop,0,-1902,1902,RAISE,98,"['4h', '3s']","['2s', 'Ah']","['Ad', '3h']",,,1,1
130,Pre-Flop,1,-1902,1902,DISCARD,0,"['4h', '3s']","['2s', 'Ah']","['Ad', '3h']",,,2,2
130,Pre-Flop,1,-1902,1902,FOLD,0,"['4h', '3s']","['2s', '6d']","['Ad', '3h']",,Ah,2,2
131,Pre-Flop,1,-1900,1900,CALL,0,"['7h', 'Ad']","['2d', '4h']","['5s', '3d']",,,1,1
131,Pre-Flop,0,-1900,1900,RAISE,98,"['7h', 'Ad']","['2d', '4h']","['5s', '3d']",,,2,2
131,Pre-Flop,1,-1900,1900,DISCARD,0,"['7h', 'Ad']","['2d', '4h']","['5s', '3d']",,,2,2
131,Pre-Flop,1,-1900,1900,FOLD,0,"['7h', 'Ad']","['2d', '7s']","['5s', '3d']",,4h,2,2
132,Pre-Flop,0,-1898,1898,RAISE,98,"['8h', '4s']","['4d', '2s']","['9h', '2d']",,,1,1
132,Pre-Flop,1,-1898,1898,DISCARD,0,"['8h', '4s']","['4d', '2s']","['9h', '2d']",,,2,2
132,Pre-Flop,1,-1898,1898,FOLD,0,"['8h', '4s']","['4d', '3s']","['9h', '2d']",,2s,2,2
133,Pre-Flop,1,-1896,1896,CALL,0,"['4h', 'As']","['7s', '3h']","['4d', '8s']",,,1,1
133,Pre-Flop,0,-1896,1896,RAISE,98,"['4h', 'As']","['7s', '3h']","['4d', '8s']",,,2,2
133,Pre-Flop,1,-1896,1896,DISCARD,0,"['4h', 'As']","['7s', '3h']","['4d', '8s']",,,2,2
133,Pre-Flop,1,-1896,1896,CALL,0,"['4h', 'As']","['7s', '6h']","['4d', '8s']",,3h,2,2
133,Flop,1,-1896,1896,CHECK,0,"['4h', 'As']","['7s', '6h']","['4d', '8s', '2h']",,3h,100,100
133,Flop,0,-1896,1896,CHECK,0,"['4h', 'As']","['7s', '6h']","['4d', '8s', '2h']",,3h,100,100
133,Turn,1,-1896,1896,CHECK,0,"['4h', 'As']","['7s', '6h']","['4d', '8s', '2h', '6d']",,3h,100,100
133,Turn,0,-1896,1896,CHECK,0,"['4h', 'As']","['7s', '6h']","['4d', '8s', '2h', '6d']",,3h,100,100
133,River,1,-1896,1896,CHECK,0,"['4h', 'As']","['7s', '6h']","['4d', '8s', '2h', '6d', '5d']",,3h,100,100
133,River,0,-1896,1896,CHECK,0,"['4h', 'As']","['7s', '6h']","['4d', '8s', '2h', '6d', '5d']",,3h,100,100
134,Pre-Flop,0,-1996,1996,RAISE,98,"['2d', '9d']","['3d', '8h']","['4d', '8s']",,,1,1
134,Pre-Flop,1,-1996,1996,DISCARD,0,"['2d', '9d']","['3d', '8h']","['4d', '8s']",,,2,2
134,Pre-Flop,1,-1996,1996,FOLD,0,"['2d', '9d']","['3d', '5h']","['4d', '8s']",,8h,2,2
135,Pre-Flop,1,-1994,1994,CALL,0,"['7d', '5d']","['As', '4h']","['9d', '6d']",,,1,1
135,Pre-Flop,0,-1994,1994,RAISE,98,"['7d', '5d']","['As', '4h']","['9d', '6d']",,,2,2
135,Pre-Flop,1,-1994,1994,DISCARD,0,"['7d', '5d']","['As', '4h']","['9d', '6d']",,,2,2
135,Pre-Flop,1,-1994,1994,CALL,0,"['7d', '5d']","['As', '7h']","['9d', '6d']",,4h,2,2
135,Flop,1,-1994,1994,CHECK,0,"['7d', '5d']","['As', '7h']","['9d', '6d', '9h']",,4h,100,100
135,Flop,0,-1994,1994,CHECK,0,"['7d', '5d']","['As', '7h']","['9d', '6d', '9h']",,4h,100,100
135,Turn,1,-1994,1994,CHECK,0,"['7d', '5d']","['As', '7h']","['9d', '6d', '9h', '3h']",,4h,100,100
135,Turn,0,-1994,1994,CHECK,0,"['7d', '5d']","['As', '7h']","['9d', '6d', '9h', '3h']",,4h,100,100
135,River,1,-1994,1994,CHECK,0,"['7d', '5d']","['As', '7h']","['9d', '6d', '9h', '3h', '6h']",,4h,100,100
135,River,0,-1994,1994,CHECK,0,"['7d', '5d']","['As', '7h']","['9d', '6d', '9h', '3h', '6h']",,4h,100,100
136,Pre-Flop,0,-2094,2094,RAISE,98,"['6d', '9d']","['As', '3h']","['6h', '9h']",,,1,1
136,Pre-Flop,1,-2094,2094,DISCARD,0,"['6d', '9d']","['As', '3h']","['6h', '9h']",,,2,2
136,Pre-Flop,1,-2094,2094,FOLD,0,"['6d', '9d']","['5h', '3h']","['6h', '9h']",,As,2,2
137,Pre-Flop,1,-2092,2092,CALL,0,"['5s', '5d']","['8s', '9d']","['6h', '3d']",,,1,1
137,Pre-Flop,0,-2092,2092,RAISE,98,"['5s', '5d']","['8s', '9d']","['6h', '3d']",,,2,2
137,Pre-Flop,1,-2092,2092,CALL,0,"['5s', '5d']","['8s', '9d']","['6h', '3d']",,,2,2
137,Flop,1,-2092,2092,CHECK,0,"['5s', '5d']","['8s', '9d']","['6h', '3d', '9s']",,,100,100
137,Flop,0,-2092,2092,CHECK,0,"['5s', '5d']","['8s', '9d']","['6h', '3d', '9s']",,,100,100
137,Turn,1,-2092,2092,CHECK,0,"['5s', '5d']","['8s', '9d']","['6h', '3d', '9s', '7d']",,,100,100
137,Turn,0,-2092,2092,CHECK,0,"['5s', '5d']","['8s', '9d']","['6h', '3d', '9s', '7d']",,,100,100
137,River,1,-2092,2092,CHECK,0,"['5s', '5d']","['8s', '9d']","['6h', '3d', '9s', '7d', '4h']",,,100,100
137,River,0,-2092,2092,CHECK,0,"['5s', '5d']","['8s', '9d']","['6h', '3d', '9s', '7d', '4h']",,,100,100
138,Pre-Flop,0,-1992,1992,RAISE,98,"['3d', '4s']","['Ad', '4h']","['As', '3h']",,,1,1
138,Pre-Flop,1,-1992,1992,CALL,0,"['3d', '4s']","['Ad', '4h']","['As', '3h']",,,2,2
138,Flop,0,-1992,1992,CHECK,0,"['3d', '4s']","['Ad', '4h']","['As', '3h', '7s']",,,100,100
138,Flop,1,-1992,1992,CHECK,0,"['3d', '4s']","['Ad', '4h']","['As', '3h', '7s']",,,100,100
138,Turn,0,-1992,1992,CHECK,0,"['3d', '4s']","['Ad', '4h']","['As', '3h', '7s', '5h']",,,100,100
138,Turn,1,-1992,1992,CHECK,0,"['3d', '4s']","['Ad', '4h']","['As', '3h', '7s', '5h']",,,100,100
138,River,0,-1992,1992,CHECK,0,"['3d', '4s']","['Ad', '4h']","['As', '3h', '7s', '5h', '9s']",,,100,100
138,River,1,-1992,1992,CHECK,0,"['3d', '4s']","['Ad', '4h']","['As', '3h', '7s', '5h', '9s']",,,100,100
139,Pre-Flop,1,-2092,2092,CALL,0,"['2h', '9h']","['3d', 'As']","['9d', '6s']",,,1,1
139,Pre-Flop,0,-2092,2092,RAISE,98,"['2h', '9h']","['3d', 'As']","['9d', '6s']",,,2,2
139,Pre-Flop,1,-2092,2092,DISCARD,0,"['2h', '9h']","['3d', 'As']","['9d', '6s']",,,2,2
139,Pre-Flop,1,-2092,2092,CALL,0,"['2h', '9h']","['4s', 'As']","['9d', '6s']",,3d,2,2
139,Flop,1,-2092,2092,CHECK,0,"['2h', '9h']","['4s', 'As']","['9d', '6s', '5h']",,3d,100,100
139,Flop,0,-2092,2092,CHECK,0,"['2h', '9h']","['4s', 'As']","['9d', '6s', '5h']",,3d,100,100
139,Turn,1,-2092,2092,CHECK,0,"['2h', '9h']","['4s', 'As']","['9d', '6s', '5h', '6h']",,3d,100,100
139,Turn,0,-2092,2092,CHECK,0,"['2h', '9h']","['4s', 'As']","['9d', '6s', '5h', '6h']",,3d,100,100
139,River,1,-2092,2092,CHECK,0,"['2h', '9h']","['4s', 'As']","['9d', '6s', '5h', '6h', '8s']",,3d,100,100
139,River,0,-2092,2092,CHECK,0,"['2h', '9h']","['4s', 'As']","['9d', '6s', '5h', '6h', '8s']",,3d,100,100
140,Pre-Flop,0,-1992,1992,RAISE,98,"['4s', 'Ad']","['8d', '3d']","['8s', '6s']",,,1,1
140,Pre-Flop,1,-1992,1992,DISCARD,0,"['4s', 'Ad']","['8d', '3d']","['8s', '6s']",,,2,2
140,Pre-Flop,1,-1992,1992,FOLD,0,"['4s', 'Ad']","['9s', '3d']","['8s', '6s']",,8d,2,2
141,Pre-Flop,1,-1990,1990,CALL,0,"['Ah', '9h']","['5s', '5h']","['9s', '6d']",,,1,1
141,Pre-Flop,0,-1990,1990,RAISE,98,"['Ah', '9h']","['5s', '5h']","['9s', '6d']",,,2,2
141,Pre-Flop,1,-1990,1990,CALL,0,"['Ah', '9h']","['5s', '5h']","['9s', '6d']",,,2,2
141,Flop,1,-1990,1990,CHECK,0,"['Ah', '9h']","['5s', '5h']","['9s', '6d', '2d']",,,100,100
141,Flop,0,-1990,1990,CHECK,0,"['Ah', '9h']","['5s', '5h']","['9s', '6d', '2d']",,,100,100
141,Turn,1,-1990,1990,CHECK,0,"['Ah', '9h']","['5s', '5h']","['9s', '6d', '2d', '8s']",,,100,100
141,Turn,0,-1990,1990,CHECK,0,"['Ah', '9h']","['5s', '5h']","['9s', '6d', '2d', '8s']",,,100,100
141,River,1,-1990,1990,CHECK,0,"['Ah', '9h']","['5s', '5h']","['9s', '6d', '2d', '8s', '5d']",,,100,100
141,River,0,-1990,1990,CHECK,0,"['Ah', '9h']","['5s', '5h']","['9s', '6d', '2d', '8s', '5d']",,,100,100
142,Pre-Flop,0,-2090,2090,RAISE,98,"['7d', '6d']","['3d', 'As']","['9s', 'Ad']",,,1,1
142,Pre-Flop,1,-2090,2090,CALL,0,"['7d', '6d']","['3d', 'As']","['9s', 'Ad']",,,2,2
142,Flop,0,-2090,2090,CHECK,0,"['7d', '6d']","['3d', 'As']","['9s', 'Ad', '8s']",,,100,100
142,Flop,1,-2090,2090,CHECK,0,"['7d', '6d']","['3d', 'As']","['9s', 'Ad', '8s']",,,100,100
142,Turn,0,-2090,2090,CHECK,0,"['7d', '6d']","['3d', 'As']","['9s', 'Ad', '8s', '3h']",,,100,100
142,Turn,1,-2090,2090,CHECK,0,"['7d', '6d']","['3d', 'As']","['9s', 'Ad', '8s', '3h']",,,100,100
142,River,0,-2090,2090,CHECK,0,"['7d', '6d']","['3d', 'As']","['9s', 'Ad', '8s', '3h', '9h']",,,100,100
142,River,1,-2090,2090,CHECK,0,"['7d', '6d']","['3d', 'As']","['9s', 'Ad', '8s', '3h', '9h']",,,100,100
143,Pre-Flop,1,-1990,1990,CALL,0,"['3s', '9h']","['7d', '6d']","['2h', '2d']",,,1,1
143,Pre-Flop,0,-1990,1990,RAISE,98,"['3s', '9h']","['7d', '6d']","['2h', '2d']",,,2,2
143,Pre-Flop,1,-1990,1990,CALL,0,"['3s', '9h']","['7d', '6d']","['2h', '2d']",,,2,2
143,Flop,1,-1990,1990,CHECK,0,"['3s', '9h']","['7d', '6d']","['2h', '2d', '7s']",,,100,100
143,Flop,0,-1990,1990,CHECK,0,"['3s', '9h']","['7d', '6d']","['2h', '2d', '7s']",,,100,100
143,Turn,1,-1990,1990,CHECK,0,"['3s', '9h']","['7d', '6d']","['2h', '2d', '7s', '2s']",,,100,100
143,Turn,0,-1990,1990,CHECK,0,"['3s', '9h']","['7d', '6d']","['2h', '2d', '7s', '2s']",,,100,100
143,River,1,-1990,1990,CHECK,0,"['3s', '9h']","['7d', '6d']","['2h', '2d', '7s', '2s', '8d']",,,100,100
143,River,0,-1990,1990,CHECK,0,"['3s', '9h']","['7d', '6d']","['2h', '2d', '7s', '2s', '8d']",,,100,100
144,Pre-Flop,0,-2090,2090,RAISE,98,"['5h', '8s']","['9d', '9s']","['3h', '8h']",,,1,1
144,Pre-Flop,1,-2090,2090,CALL,0,"['5h', '8s']","['9d', '9s']","['3h', '8h']",,,2,2
144,Flop,0,-2090,2090,CHECK,0,"['5h', '8s']","['9d', '9s']","['3h', '8h', '3s']",,,100,100
144,Flop,1,-2090,2090,CHECK,0,"['5h', '8s']","['9d', '9s']","['3h', '8h', '3s']",,,100,100
144,Turn,0,-2090,2090,CHECK,0,"['5h', '8s']","['9d', '9s']","['3h', '8h', '3s', '6d']",,,100,100
144,Turn,1,-2090,2090,CHECK,0,"['5h', '8s']","['9d', '9s']","['3h', '8h', '3s', '6d']",,,100,100
144,River,0,-2090,2090,CHECK,0,"['5h', '8s']","['9d', '9s']","['3h', '8h', '3s', '6d', '2h']",,,100,100
144,River,1,-2090,2090,CHECK,0,"['5h', '8s']","['9d', '9s']","['3h', '8h', '3s', '6d', '2h']",,,100,100
145,Pre-Flop,1,-2190,2190,CALL,0,"['8s', '6h']","['5h', '6d']","['5s', 'As']",,,1,1
145,Pre-Flop,0,-2190,2190,RAISE,98,"['8s', '6h']","['5h', '6d']","['5s', 'As']",,,2,2
145,Pre-Flop,1,-2190,2190,DISCARD,0,"['8s', '6h']","['5h', '6d']","['5s', 'As']",,,2,2
145,Pre-Flop,1,-2190,2190,CALL,0,"['8s', '6h']","['7d', '6d']","['5s', 'As']",,5h,2,2
145,Flop,1,-2190,2190,CHECK,0,"['8s', '6h']","['7d', '6d']","['5s', 'As', '3d']",,5h,100,100
145,Flop,0,-2190,2190,CHECK,0,"['8s', '6h']","['7d', '6d']","['5s', 'As', '3d']",,5h,100,100
145,Turn,1,-2190,2190,CHECK,0,"['8s', '6h']","['7d', '6d']","['5s', 'As', '3d', 'Ad']",,5h,100,100
145,Turn,0,-2190,2190,CHECK,0,"['8s', '6h']","['7d', '6d']","['5s', 'As', '3d', 'Ad']",,5h,100,100
145,River,1,-2190,2190,CHECK,0,"['8s', '6h']","['7d', '6d']","['5s', 'As', '3d', 'Ad', 'Ah']",,5h,100,100
145,River,0,-2190,2190,CHECK,0,"['8s', '6h']","['7d', '6d']","['5s', 'As', '3d', 'Ad', 'Ah']",,5h,100,100
146,Pre-Flop,0,-2090,2090,RAISE,98,"['3s', '8s']","['2h', '4h']","['5s', '8d']",,,1,1
146,Pre-Flop,1,-2090,2090,DISCARD,0,"['3s', '8s']","['2h', '4h']","['5s', '8d']",,,2,2
146,Pre-Flop,1,-2090,2090,FOLD,0,"['3s', '8s']","['2h', '2d']","['5s', '8d']",,4h,2,2
147,Pre-Flop,1,-2088,2088,CALL,0,"['6d', '5s']","['3s', '4s']","['6h', 'Ah']",,,1,1
147,Pre-Flop,0,-2088,2088,RAISE,98,"['6d', '5s']","['3s', '4s']","['6h', 'Ah']",,,2,2
147,Pre-Flop,1,-2088,2088,DISCARD,0,"['6d', '5s']","['3s', '4s']","['6h', 'Ah']",,,2,2
147,Pre-Flop,1,-2088,2088,FOLD,0,"['6d', '5s']","['7d', '4s']","['6h', 'Ah']",,3s,2,2
148,Pre-Flop,0,-2086,2086,RAISE,98,"['9d', '5s']","['9h', '2s']","['2h', '8d']",,,1,1
148,Pre-Flop,1,-2086,2086,DISCARD,0,"['9d', '5s']","['9h', '2s']","['2h', '8d']",,,2,2
148,Pre-Flop,1,-2086,2086,FOLD,0,"['9d', '5s']","['3h', '2s']","['2h', '8d']",,9h,2,2
149,Pre-Flop,1,-2084,2084,CALL,0,"['4s', '8s']","['9d', '4h']","['5h', '2d']",,,1,1
149,Pre-Flop,0,-2084,2084,RAISE,98,"['4s', '8s']","['9d', '4h']","['5h', '2d']",,,2,2
149,Pre-Flop,1,-2084,2084,DISCARD,0,"['4s', '8s']","['9d', '4h']","['5h', '2d']",,,2,2
149,Pre-Flop,1,-2084,2084,FOLD,0,"['4s', '8s']","['2h', '4h']","['5h', '2d']",,9d,2,2
150,Pre-Flop,0,-2082,2082,RAISE,98,"['7h', '2s']","['2h', '3s']","['9s', '6d']",,,1,1
150,Pre-Flop,1,-2082,2082,DISCARD,0,"['7h', '2s']","['2h', '3s']","['9s', '6d']",,,2,2
150,Pre-Flop,1,-2082,2082,FOLD,0,"['7h', '2s']","['5h', '3s']","['9s', '6d']",,2h,2,2
151,Pre-Flop,1,-2080,2080,CALL,0,"['2d', '3s']","['7h', '7d']","['As', '5h']",,,1,1
151,Pre-Flop,0,-2080,2080,RAISE,98,"['2d', '3s']","['7h', '7d']","['As', '5h']",,,2,2
151,Pre-Flop,1,-2080,2080,CALL,0,"['2d', '3s']","['7h', '7d']","['As', '5h']",,,2,2
151,Flop,1,-2080,2080,CHECK,0,"['2d', '3s']","['7h', '7d']","['As', '5h', '3h']",,,100,100
151,Flop,0,-2080,2080,CHECK,0,"['2d', '3s']","['7h', '7d']","['As', '5h', '3h']",,,100,100
151,Turn,1,-2080,2080,CHECK,0,"['2d', '3s']","['7h', '7d']","['As', '5h', '3h', '9d']",,,100,100
151,Turn,0,-2080,2080,CHECK,0,"['2d', '3s']","['7h', '7d']","['As', '5h', '3h', '9d']",,,100,100
151,River,1,-2080,2080,CHECK,0,"['2d', '3s']","['7h', '7d']","['As', '5h', '3h', '9d', '6s']",,,100,100
151,River,0,-2080,2080,CHECK,0,"['2d', '3s']","['7h', '7d']","['As', '5h', '3h', '9d', '6s']",,,100,100
152,Pre-Flop,0,-2180,2180,RAISE,98,"['6d', '2s']","['Ad', '7h']","['4d', '5s']",,,1,1
152,Pre-Flop,1,-2180,2180,CALL,0,"['6d', '2s']","['Ad', '7h']","['4d', '5s']",,,2,2
152,Flop,0,-2180,2180,CHECK,0,"['6d', '2s']","['Ad', '7h']","['4d', '5s', '9h']",,,100,100
152,Flop,1,-2180,2180,CHECK,0,"['6d', '2s']","['Ad', '7h']","['4d', '5s', '9h']",,,100,100
152,Turn,0,-2180,2180,CHECK,0,"['6d', '2s']","['Ad', '7h']","['4d', '5s', '9h', '3h']",,,100,100
152,Turn,1,-2180,2180,CHECK,0,"['6d', '2s']","['Ad', '7h']","['4d', '5s', '9h', '3h']",,,100,100
152,River,0,-2180,2180,CHECK,0,"['6d', '2s']","['Ad', '7h']","['4d', '5s', '9h', '3h', '7d']",,,100,100
152,River,1,-2180,2180,CHECK,0,"['6d', '2s']","['Ad', '7h']","['4d', '5s', '9h', '3h', '7d']",,,100,100
153,Pre-Flop,1,-2080,2080,CALL,0,"['4d', '5h']","['4s', '7h']","['Ad', '6d']",,,1,1
153,Pre-Flop,0,-2080,2080,RAISE,98,"['4d', '5h']","['4s', '7h']","['Ad', '6d']",,,2,2
153,Pre-Flop,1,-2080,2080,DISCARD,0,"['4d', '5h']","['4s', '7h']","['Ad', '6d']",,,2,2
153,Pre-Flop,1,-2080,2080,FOLD,0,"['4d', '5h']","['3h', '7h']","['Ad', '6d']",,4s,2,2
154,Pre-Flop,0,-2078,2078,RAISE,98,"['2d', '7s']","['8h', '5s']","['3h', '8s']",,,1,1
154,Pre-Flop,1,-2078,2078,CALL,0,"['2d', '7s']","['8h', '5s']","['3h', '8s']",,,2,2
154,Flop,0,-2078,2078,CHECK,0,"['2d', '7s']","['8h', '5s']","['3h', '8s', '7h']",,,100,100
154,Flop,1,-2078,2078,CHECK,0,"['2d', '7s']","['8h', '5s']","['3h', '8s', '7h']",,,100,100
154,Turn,0,-2078,2078,CHECK,0,"['2d', '7s']","['8h', '5s']","['3h', '8s', '7h', '9h']",,,100,100
154,Turn,1,-2078,2078,CHECK,0,"['2d', '7s']","['8h', '5s']","['3h', '8s', '7h', '9h']",,,100,100
154,River,0,-2078,2078,CHECK,0,"['2d', '7s']","['8h', '5s']","['3h', '8s', '7h', '9h', '4h']",,,100,100
154,River,1,-2078,2078,CHECK,0,"['2d', '7s']","['8h', '5s']","['3h', '8s', '7h', '9h', '4h']",,,100,100
155,Pre-Flop,1,-2178,2178,CALL,0,"['7h', '9d']","['8d', '2s']","['3d', '4d']",,,1,1
155,Pre-Flop,0,-2178,2178,RAISE,98,"['7h', '9d']","['8d', '2s']","['3d', '4d']",,,2,2
155,Pre-Flop,1,-2178,2178,DISCARD,0,"['7h', '9d']","['8d', '2s']","['3d', '4d']",,,2,2
155,Pre-Flop,1,-2178,2178,CALL,0,"['7h', '9d']","['8d', '9h']","['3d', '4d']",,2s,2,2
155,Flop,1,-2178,2178,CHECK,0,"['7h', '9d']","['8d', '9h']","['3d', '4d', '2d']",,2s,100,100
155,Flop,0,-2178,2178,CHECK,0,"['7h', '9d']","['8d', '9h']","['3d', '4d', '2d']",,2s,100,100
155,Turn,1,-2178,2178,CHECK,0,"['7h', '9d']","['8d', '9h']","['3d', '4d', '2d', 'As']",,2s,100,100
155,Turn,0,-2178,2178,CHECK,0,"['7h', '9d']","['8d', '9h']","['3d', '4d', '2d', 'As']",,2s,100,100
155,River,1,-2178,2178,CHECK,0,"['7h', '9d']","['8d', '9h']","['3d', '4d', '2d', 'As', '4s']",,2s,100,100
155,River,0,-2178,2178,CHECK,0,"['7h', '9d']","['8d', '9h']","['3d', '4d', '2d', 'As', '4s']",,2s,100,100
156,Pre-Flop,0,-2278,2278,RAISE,98,"['5h', '3h']","['As', 'Ad']","['3d', '6d']",,,1,1
156,Pre-Flop,1,-2278,2278,CALL,0,"['5h', '3h']","['As', 'Ad']","['3d', '6d']",,,2,2
156,Flop,0,-2278,2278,CHECK,0,"['5h', '3h']","['As', 'Ad']","['3d', '6d', '7s']",,,100,100
156,Flop,1,-2278,2278,CHECK,0,"['5h', '3h']","['As', 'Ad']","['3d', '6d', '7s']",,,100,100
156,Turn,0,-2278,2278,CHECK,0,"['5h', '3h']","['As', 'Ad']","['3d', '6d', '7s', '9d']",,,100,100
156,Turn,1,-2278,2278,CHECK,0,"['5h', '3h']","['As', 'Ad']","['3d', '6d', '7s', '9d']",,,100,100
156,River,0,-2278,2278,CHECK,0,"['5h', '3h']","['As', 'Ad']","['3d', '6d', '7s', '9d', '8s']",,,100,100
156,River,1,-2278,2278,CHECK,0,"['5h', '3h']","['As', 'Ad']","['3d', '6d', '7s', '9d', '8s']",,,100,100
157,Pre-Flop,1,-2378,2378,CALL,0,"['9h', '9s']","['4d', '2d']","['6h', 'Ah']",,,1,1
157,Pre-Flop,0,-2378,2378,RAISE,98,"['9h', '9s']","['4d', '2d']","['6h', 'Ah']",,,2,2
157,Pre-Flop,1,-2378,2378,DISCARD,0,"['9h', '9s']","['4d', '2d']","['6h', 'Ah']",,,2,2
157,Pre-Flop,1,-2378,2378,FOLD,0,"['9h', '9s']","['7s', '2d']","['6h', 'Ah']",,4d,2,2
158,Pre-Flop,0,-2376,2376,RAISE,98,"['8h', '8s']","['4d', '9s']","['3h', '6s']",,,1,1
158,Pre-Flop,1,-2376,2376,DISCARD,0,"['8h', '8s']","['4d', '9s']","['3h', '6s']",,,2,2
158,Pre-Flop,1,-2376,2376,FOLD,0,"['8h', '8s']","['4h', '9s']","['3h', '6s']",,4d,2,2
159,Pre-Flop,1,-2374,2374,CALL,0,"['5h', '2h']","['7h', '4s']","['8h', '7s']",,,1,1
159,Pre-Flop,0,-2374,2374,RAISE,98,"['5h', '2h']","['7h', '4s']","['8h', '7s']",,,2,2
159,Pre-Flop,1,-2374,2374,DISCARD,0,"['5h', '2h']","['7h', '4s']","['8h', '7s']",,,2,2
159,Pre-Flop,1,-2374,2374,CALL,0,"['5h', '2h']","['4h', '4s']","['8h', '7s']",,7h,2,2
159,Flop,1,-2374,2374,CHECK,0,"['5h', '2h']","['4h', '4s']","['8h', '7s', '5d']",,7h,100,100
159,Flop,0,-2374,2374,CHECK,0,"['5h', '2h']","['4h', '4s']","['8h', '7s', '5d']",,7h,100,100
159,Turn,1,-2374,2374,CHECK,0,"['5h', '2h']","['4h', '4s']","['8h', '7s', '5d', '6h']",,7h,100,100
159,Turn,0,-2374,2374,CHECK,0,"['5h', '2h']","['4h', '4s']","['8h', '7s', '5d', '6h']",,7h,100,100
159,River,1,-2374,2374,CHECK,0,"['5h', '2h']","['4h', '4s']","['8h', '7s', '5d', '6h', '2d']",,7h,100,100
159,River,0,-2374,2374,CHECK,0,"['5h', '2h']","['4h', '4s']","['8h', '7s', '5d', '6h', '2d']",,7h,100,100
160,Pre-Flop,0,-2474,2474,RAISE,98,"['5s', '8s']","['4h', 'Ad']","['5d', '6d']",,,1,1
160,Pre-Flop,1,-2474,2474,DISCARD,0,"['5s', '8s']","['4h', 'Ad']","['5d', '6d']",,,2,2
160,Pre-Flop,1,-2474,2474,FOLD,0,"['5s', '8s']","['4h', '3s']","['5d', '6d']",,Ad,2,2
161,Pre-Flop,1,-2472,2472,CALL,0,"['2d', '8s']","['5h', '8d']","['3d', '4h']",,,1,1
161,Pre-Flop,0,-2472,2472,RAISE,98,"['2d', '8s']","['5h', '8d']","['3d', '4h']",,,2,2
161,Pre-Flop,1,-2472,2472,CALL,0,"['2d', '8s']","['5h', '8d']","['3d', '4h']",,,2,2
161,Flop,1,-2472,2472,CHECK,0,"['2d', '8s']","['5h', '8d']","['3d', '4h', '9s']",,,100,100
161,Flop,0,-2472,2472,CHECK,0,"['2d', '8s']","['5h', '8d']","['3d', '4h', '9s']",,,100,100
161,Turn,1,-2472,2472,CHECK,0,"['2d', '8s']","['5h', '8d']","['3d', '4h', '9s', '2s']",,,100,100
161,Turn,0,-2472,2472,CHECK,0,"['2d', '8s']","['5h', '8d']","['3d', '4h', '9s', '2s']",,,100,100
161,River,1,-2472,2472,CHECK,0,"['2d', '8s']","['5h', '8d']","['3d', '4h', '9s', '2s', '3s']",,,100,100
161,River,0,-2472,2472,CHECK,0,"['2d', '8s']","['5h', '8d']","['3d', '4h', '9s', '2s', '3s']",,,100,100
162,Pre-Flop,0,-2372,2372,RAISE,98,"['3d', '3s']","['7s', '2h']","['6d', '4d']",,,1,1
162,Pre-Flop,1,-2372,2372,DISCARD,0,"['3d', '3s']","['7s', '2h']","['6d', '4d']",,,2,2
162,Pre-Flop,1,-2372,2372,FOLD,0,"['3d', '3s']","['2s', '2h']","['6d', '4d']",,7s,2,2
163,Pre-Flop,1,-2370,2370,CALL,0,"['Ah', '9h']","['Ad', '9s']","['6h', '5s']",,,1,1
163,Pre-Flop,0,-2370,2370,RAISE,98,"['Ah', '9h']","['Ad', '9s']","['6h', '5s']",,,2,2
163,Pre-Flop,1,-2370,2370,CALL,0,"['Ah', '9h']","['Ad', '9s']","['6h', '5s']",,,2,2
163,Flop,1,-2370,2370,CHECK,0,"['Ah', '9h']","['Ad', '9s']","['6h', '5s', '3s']",,,100,100
163,Flop,0,-2370,2370,CHECK,0,"['Ah', '9h']","['Ad', '9s']","['6h', '5s', '3s']",,,100,100
163,Turn,1,-2370,2370,CHECK,0,"['Ah', '9h']","['Ad', '9s']","['6h', '5s', '3s', '2s']",,,100,100
163,Turn,0,-2370,2370,CHECK,0,"['Ah', '9h']","['Ad', '9s']","['6h', '5s', '3s', '2s']",,,100,100
